Timestamp,IPC_Type,Pattern,Producer_Count,Consumer_Count,Message_Count,Message_Size,Total_Time_Seconds,Throughput_Msg_Per_Sec,Avg_Latency_Microseconds,P95_Latency_Microseconds,P99_Latency_Microseconds,Error_Count,Retransmit_Count,Accuracy,Success
2026-07-03 22:00:18,shared_memory,1_4,1,4,5000,65536,0.264660,18892.16,49.60,85.00,122.00,51,0,98.98,true
2026-07-03 22:00:19,socket,1_4,1,4,5000,65536,0.976715,5119.20,159.26,252.00,319.00,46,46,99.08,true
2026-07-03 22:00:20,tcp,1_4,1,4,5000,65536,0.962475,5194.94,156.51,247.00,315.00,50,50,99.00,true
2026-07-03 22:00:20,shared_memory,1_8,1,8,5000,65536,0.261133,19147.36,48.42,84.00,132.00,41,0,99.18,true
2026-07-03 22:00:21,socket,1_8,1,8,5000,65536,0.977652,5114.29,161.10,249.00,308.00,56,56,98.88,true
2026-07-03 22:00:22,tcp,1_8,1,8,5000,65536,0.980015,5101.96,160.06,254.00,319.00,53,53,98.94,true
2026-07-03 22:00:23,shared_memory,4_1,4,1,20000,65536,0.971254,20591.94,177.41,488.00,753.00,192,0,99.04,true
2026-07-03 22:00:25,socket,4_1,4,1,20000,65536,1.142748,17501.67,192.53,266.00,353.00,229,229,98.86,true
2026-07-03 22:00:26,tcp,4_1,4,1,20000,65536,1.109093,18032.76,185.82,243.00,296.00,204,204,98.98,true
2026-07-03 22:00:26,shared_memory,4_4,4,4,20000,65536,0.279180,71638.34,51.47,77.00,112.00,196,0,99.02,true
2026-07-03 22:00:27,socket,4_4,4,4,20000,65536,1.089732,18353.14,183.60,244.00,298.00,192,192,99.04,true
2026-07-03 22:00:28,tcp,4_4,4,4,20000,65536,1.103249,18128.28,183.93,247.00,299.00,206,206,98.97,true
2026-07-03 22:00:29,shared_memory,4_8,4,8,20000,65536,0.303625,65870.73,56.67,87.00,108.00,220,0,98.90,true
2026-07-03 22:00:30,socket,4_8,4,8,20000,65536,1.105194,18096.37,185.70,244.00,294.00,217,217,98.92,true
2026-07-03 22:00:31,tcp,4_8,4,8,20000,65536,1.105745,18087.35,183.76,243.00,285.00,173,173,99.14,true
2026-07-03 22:00:33,shared_memory,8_1,8,1,40000,65536,1.818708,21993.64,347.26,1031.00,1704.00,419,0,98.95,true
2026-07-03 22:00:35,socket,8_1,8,1,40000,65536,1.299928,30770.93,211.91,381.00,558.00,408,408,98.98,true
2026-07-03 22:00:36,tcp,8_1,8,1,40000,65536,1.126250,35516.10,186.32,249.00,312.00,410,410,98.98,true
2026-07-03 22:00:36,shared_memory,8_4,8,4,40000,65536,0.600669,66592.44,112.27,269.00,438.00,370,0,99.08,true
2026-07-03 22:00:38,socket,8_4,8,4,40000,65536,1.230565,32505.39,197.42,262.00,450.00,374,374,99.07,true
2026-07-03 22:00:39,tcp,8_4,8,4,40000,65536,1.187438,33685.98,186.37,257.00,308.00,384,384,99.04,true

=== Test Statistics ===
Total Tests,96
Successful Tests,96
Failed Tests,0
Success Rate,100.00%
